Round,BCA Energy (J),BCA Alive,LEACH Energy (J),LEACH Alive,DEEC Energy (J),DEEC Alive,SEP Energy (J),SEP Alive
352,46.570702,100,13.289781,65,23.642329,100,13.389878,67
353,46.546823,100,13.232817,65,23.566228,100,13.326854,67
354,46.522944,100,13.180420,65,23.507828,100,13.277104,67
355,46.499065,100,13.111606,65,23.440956,100,13.212849,67
356,46.475186,100,13.059810,65,23.359583,100,13.173665,67
357,46.451307,100,13.003771,64,23.297426,100,13.101577,67
358,46.427428,100,12.965315,64,23.228456,100,13.033086,67
359,46.403549,100,12.811503,63,23.137148,100,12.989405,67
360,46.379670,100,12.764919,63,23.068556,100,12.937658,67
361,46.355791,100,12.724304,63,23.009182,100,12.891636,67
362,46.331912,100,12.688685,63,22.947396,100,12.836920,67
363,46.308033,100,12.628926,63,22.767888,99,12.791648,67
364,46.284154,100,12.590821,63,22.688819,99,12.739804,67
365,46.260275,100,12.522558,63,22.580514,99,12.627036,67
366,46.236396,100,12.484453,63,22.514477,99,12.553099,67
367,46.212517,100,12.430351,63,22.440177,99,12.486399,67
368,46.188638,100,12.383225,63,22.377287,99,12.416213,67
369,46.164759,100,12.308648,63,22.309551,99,12.377382,67
370,46.140880,100,12.248194,63,22.186274,99,12.325538,67
371,46.117001,100,12.210089,63,22.032976,98,12.279516,67
372,46.093122,100,12.155175,63,21.931435,98,12.190093,67
373,46.069243,100,12.105145,63,21.870259,98,12.024560,67
374,46.045364,100,12.067627,63,21.816053,98,11.938057,67
375,46.021485,100,12.014082,62,21.752814,98,11.883973,65
376,45.997606,100,11.971328,62,21.691346,98,11.772184,65
377,45.973727,100,11.925328,61,21.619550,98,11.726091,65
378,45.949848,100,11.890848,60,21.558055,98,11.688498,64
379,45.925969,100,11.748113,60,21.486233,98,11.638337,64
380,45.902090,100,11.701604,60,21.423097,98,11.591449,64
381,45.878211,100,11.660544,60,21.361750,98,11.541259,64
382,45.854331,100,11.608550,60,21.300233,98,11.492103,64
383,45.830452,100,11.565901,60,21.243246,98,11.385362,63
384,45.806573,100,11.527951,59,21.169347,98,11.332363,63
385,45.782694,100,11.464123,59,21.086840,98,11.285381,63
386,45.758815,100,11.430044,59,20.963407,98,11.236589,63
387,45.734936,100,11.380126,59,20.896602,98,11.184089,62
388,45.711057,100,11.340567,59,20.828673,98,11.086398,62
389,45.687178,100,11.279665,59,20.746838,98,11.051006,62
390,45.663299,100,11.235093,59,20.676005,98,10.987525,62
391,45.639420,100,11.199515,59,20.617109,98,10.946818,62
392,45.615541,100,11.138978,59,20.543030,98,10.893116,62
393,45.591662,100,11.087607,58,20.482058,98,10.851094,62
394,45.567783,100,11.054724,58,20.415367,98,10.778466,62
395,45.543904,100,11.001595,58,20.346538,98,10.630327,61
396,45.520025,100,10.956550,58,20.283473,98,10.534083,60
397,45.496146,100,10.902708,58,20.219278,98,10.438284,59
398,45.472267,100,10.838565,58,20.157654,98,10.403215,59
399,45.448388,100,10.707138,57,20.100792,98,10.370182,59
400,45.424509,100,10.645127,57,20.033232,98,10.275710,59
401,45.400630,100,10.607811,57,19.961319,98,10.224009,59
402,45.376751,100,10.575408,56,19.779086,97,10.185508,59
403,45.352872,100,10.533229,56,19.576913,97,10.146433,59
404,45.328993,100,10.477347,55,19.493857,97,10.091666,59
405,45.305114,100,10.433330,54,19.435673,97,10.044620,59
406,45.281235,100,10.400623,54,19.367600,97,9.993423,59
407,45.257356,100,10.350105,54,19.313657,97,9.917225,59
408,45.233477,100,10.319697,54,19.119611,97,9.871730,58
409,45.209598,100,10.274654,54,19.014854,97,9.828262,58
410,45.185719,100,10.235131,54,18.956633,97,9.780376,58
411,45.161840,100,10.195404,54,18.890341,97,9.742551,58
412,45.137961,100,10.163754,54,18.824165,97,9.693018,58
413,45.114082,100,10.109226,54,18.757962,97,9.660811,58
414,45.090203,100,10.025400,54,18.697973,96,9.622107,58
415,45.066323,100,9.995416,54,18.621111,96,9.568557,58
416,45.042444,100,9.965196,54,18.460181,96,9.525084,58
417,45.018565,100,9.932488,54,18.387164,96,9.396851,57
418,44.994686,100,9.901646,54,18.330952,96,9.350612,57
419,44.970807,100,9.775638,54,18.274039,96,9.305361,57
420,44.946928,100,9.737044,54,18.193209,96,9.262605,57
421,44.923049,100,9.706637,54,17.999302,96,9.217547,57
422,44.899170,100,9.663147,54,17.912249,95,9.170159,57
423,44.875291,100,9.623420,54,17.852126,95,9.125101,57
424,44.851412,100,9.581408,54,17.795712,95,9.081231,57
425,44.827533,100,9.545141,54,17.742593,95,9.030635,56
426,44.803654,100,9.515309,54,17.674555,93,8.995702,56
427,44.779775,100,9.471664,53,17.614052,93,8.955912,56
428,44.755896,100,9.425407,53,17.555035,93,8.912261,56
429,44.732017,100,9.389192,53,17.501911,93,8.881522,56
430,44.708138,100,9.355641,53,17.438991,93,8.848849,56
431,44.684259,100,9.306726,53,17.387781,93,8.805071,56
432,44.660380,100,9.277360,53,17.333411,93,8.766789,56
433,44.636501,100,9.234210,53,17.272463,93,8.717392,56
434,44.612622,100,9.191197,53,17.206670,93,8.683075,56
435,44.588743,100,9.151062,53,17.146179,93,8.647041,56
436,44.564864,100,9.083762,52,17.091435,93,8.607252,56
437,44.540985,100,9.046540,52,17.019955,93,8.559275,56
438,44.517106,100,9.011858,52,16.944270,92,8.517924,56
439,44.493227,100,8.895497,51,16.874280,92,8.394732,56
440,44.469348,100,8.861343,51,16.813510,92,8.361925,56
441,44.445469,100,8.823982,51,16.736966,92,8.330759,56
442,44.421590,100,8.789829,51,16.653673,92,8.294025,56
443,44.397711,100,8.760662,51,16.597932,92,8.241527,56
444,44.373832,100,8.727017,51,16.543431,92,8.205118,56
445,44.349953,100,8.695425,51,16.468234,92,8.155020,56
446,44.326074,100,8.657622,51,16.400086,92,8.115231,56
447,44.302195,100,8.629529,51,16.342233,92,8.041404,56
448,44.278315,100,8.594690,51,16.287102,92,8.005019,55
449,44.254436,100,8.566260,50,16.235179,92,7.964573,55
450,44.230557,100,8.523936,50,16.061644,90,7.921353,55
451,44.206678,100,8.486940,50,15.950401,89,7.871014,55
452,44.182799,100,8.449944,50,15.897608,89,7.825550,54
453,44.158920,100,8.413058,50,15.837277,89,7.795554,54
454,44.135041,100,8.385707,49,15.781314,89,7.763107,54
455,44.111162,100,8.349454,49,15.715902,89,7.733536,54
456,44.087283,100,8.320506,49,15.644017,89,7.694150,54
